Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
1845,SEL185 Growing Resilience (1845),SEL185,Growing Resilience,https://slp.everydayspeech.com/video/growing-resilience-1,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Self-Awareness,Growing Resilience
1847,SEL237 What Your Relationships Say About You (1847),SEL237,What Your Relationships Say About You,https://slp.everydayspeech.com/video/what-your-relationships-say-about-you-1,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Relationship Skills,What Your Relationships Say About You
1832,SEL276 Important Issues to You (1832),SEL276,Important Issues to You,https://slp.everydayspeech.com/video/important-issues-to-you,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Social Awareness,Important Issues to You
1756,SEL195 Being a Leader in My Community (1756),SEL195,Being a Leader in My Community,https://slp.everydayspeech.com/video/being-a-leader-in-my-community-1,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Social Awareness,Being a Leader in My Community
1721,SEL154 Civic Duty (1721),SEL154,Civic Duty,https://slp.everydayspeech.com/video/civic-duty,video,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Social Awareness,Civic Duty
1811,SEL257 Your Role in Conflict (1811),SEL257,Your Role in Conflict,https://slp.everydayspeech.com/video/your-role-in-conflict-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Relationship Skills,Your Role in Conflict
1834,SEL280 Analyzing Responses to Conflict (1834),SEL280,Analyzing Responses to Conflict,https://slp.everydayspeech.com/video/analyzing-responses-to-conflict,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Relationship Skills,Analyzing Responses to Conflict
1722,SEL153 Social Media and Your Mood (1722),SEL153,Social Media and Your Mood,https://slp.everydayspeech.com/video/social-media-and-your-mood,video,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Social Awareness,Social Media & Your Mood
1981, The Importance of Supportive Relationships Coloring Page (1981),,The Importance of Supportive Relationships Coloring Page,https://slp.everydayspeech.com/activity/gr11-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
1991, Analyzing Responses to Conflict Journal (1991),,Analyzing Responses to Conflict Journal,https://slp.everydayspeech.com/activity/gr12-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1971, Agents of Positive Change Journal (1971),,Agents of Positive Change Journal,https://slp.everydayspeech.com/activity/gr10-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1970, Public Speaking 101 Coloring Page (1970),,Public Speaking 101 Coloring Page,https://slp.everydayspeech.com/activity/gr10-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1980, Fostering Healthy Relationships Journal (1980),,Fostering Healthy Relationships Journal,https://slp.everydayspeech.com/activity/gr11-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
1979, Working Solo vs. Collaboratively Coloring Page (1979),,Working Solo vs. Collaboratively Coloring Page,https://slp.everydayspeech.com/activity/gr11-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
1969, Feeling Isolated Journal (1969),,Feeling Isolated Journal,https://slp.everydayspeech.com/activity/gr10-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Management,Feeling Isolated
1989, Important Issues to You Journal (1989),,Important Issues to You Journal,https://slp.everydayspeech.com/activity/gr12-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1968, Pessimism vs. Optimism Coloring Page (1968),,Pessimism vs. Optimism Coloring Page,https://slp.everydayspeech.com/activity/gr10-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1988, Zooming Out Journal (1988),,Zooming Out Journal,https://slp.everydayspeech.com/activity/gr12-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1978, Intrinsic vs. Extrinsic Motivation Journal  (1978),,Intrinsic vs. Extrinsic Motivation Journal ,https://slp.everydayspeech.com/activity/gr11-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
2124, Reflect n' Sketch (2124),,Reflect n' Sketch,https://slp.everydayspeech.com/activity/reflect-n-sketch,activity,2023-08-07,Social Emotional Learning,1st Grade,Emergent,,,,,,
1987, What You Can and Can't Control Coloring Page (1987),,What You Can and Can't Control Coloring Page,https://slp.everydayspeech.com/activity/gr12-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1977, The Benefits of Constructive Criticism Coloring Page (1977),,The Benefits of Constructive Criticism Coloring Page,https://slp.everydayspeech.com/activity/gr11-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
1967, Accepting Constructive Criticism Coloring Page (1967),,Accepting Constructive Criticism Coloring Page,https://slp.everydayspeech.com/activity/gr10-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1986, Learning to Self-Monitor Journal (1986),,Learning to Self-Monitor Journal,https://slp.everydayspeech.com/activity/gr11-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Responsible Decision-Making,Learing to Self-Monitor
1976, Designing Your Roadmap Journal (1976),,Designing Your Roadmap Journal,https://slp.everydayspeech.com/activity/gr11-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
1966, The Future You Journal (1966),,The Future You Journal,https://slp.everydayspeech.com/activity/gr10-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1965, Overcoming Setbacks Coloring Page (1965),,Overcoming Setbacks Coloring Page,https://slp.everydayspeech.com/activity/gr10-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1985, What Shapes You? Journal (1985),,What Shapes You? Journal,https://slp.everydayspeech.com/activity/gr12-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1975, Prioritization & Planning Journal (1975),,Prioritization & Planning Journal,https://slp.everydayspeech.com/activity/gr10-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1984, Your Values and Contributions Coloring Page (1984),,Your Values and Contributions Coloring Page,https://slp.everydayspeech.com/activity/gr12-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1974, My Core Principles vs. My Actions Coloring Page (1974),,My Core Principles vs. My Actions Coloring Page,https://slp.everydayspeech.com/activity/gr10-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1964, The Key to Staying Organized Journal (1964),,The Key to Staying Organized Journal,https://slp.everydayspeech.com/activity/gr9-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Responsible Decision-Making,The Key to Staying Organized
1994, Mental Flexibility Journal (1994),,Mental Flexibility Journal,https://slp.everydayspeech.com/activity/gr12-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1963, Conflict Resolution Coloring Page (1963),,Conflict Resolution Coloring Page,https://slp.everydayspeech.com/activity/gr9-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,,,
1983, Examples of Courage Journal (1983),,Examples of Courage Journal,https://slp.everydayspeech.com/activity/gr11-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Social Awareness,Examples of Courage
1993, Coloring Page (1993),,Coloring Page,https://slp.everydayspeech.com/activity/gr12-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1973, Coloring Page (1973),,Coloring Page,https://slp.everydayspeech.com/activity/gr11-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1857, Bringing Awareness to Bullying Journal (1857),,Bringing Awareness to Bullying Journal,https://slp.everydayspeech.com/activity/gr6-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1867, Forgiveness Coloring Page (1867),,Forgiveness Coloring Page,https://slp.everydayspeech.com/activity/gr7-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,,,
1938, Motivation: The Drive Within Us Coloring Page (1938),,Motivation: The Drive Within Us Coloring Page,https://slp.everydayspeech.com/activity/gr7-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,,,
1907, Intrinsic vs. Extrinsic Motivation Journal  (1907),,Intrinsic vs. Extrinsic Motivation Journal ,https://slp.everydayspeech.com/activity/gr11-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Management,Intrinsic vs. Extrinsic Motivation
1866, Self-Reflection Journal (1866),,Self-Reflection Journal,https://slp.everydayspeech.com/activity/gr7-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,,,
1918, What You Can and Can't Control Coloring Page (1918),,What You Can and Can't Control Coloring Page,https://slp.everydayspeech.com/activity/gr12-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Management,What You Can and Can't Control
1897, Pessimism vs. Optimism Coloring Page (1897),,Pessimism vs. Optimism Coloring Page,https://slp.everydayspeech.com/activity/gr10-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Management,Pessimism vs. Optimism
1856, Focusing on What You Can Control Journal (1856),,Focusing on What You Can Control Journal,https://slp.everydayspeech.com/activity/gr6-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1876, Building Perseverance Coloring Page (1876),,Building Perseverance Coloring Page,https://slp.everydayspeech.com/activity/gr8-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,,,
1928, Civic Duty Coloring Page (1928),,Civic Duty Coloring Page,https://slp.everydayspeech.com/activity/gr6-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Social Awareness,Civic Duty
1905, Designing Your Roadmap Journal (1905),,Designing Your Roadmap Journal,https://slp.everydayspeech.com/activity/gr11-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Awareness,Designing Your Roadmap
1915, What Shapes You? Journal (1915),,What Shapes You? Journal,https://slp.everydayspeech.com/activity/gr12-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Awareness,What Shapes You?
1895, Overcoming Setbacks Coloring Page (1895),,Overcoming Setbacks Coloring Page,https://slp.everydayspeech.com/activity/gr10-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Awareness,Overcoming Setbacks
1875, Taking Responsibility Journal (1875),,Taking Responsibility Journal,https://slp.everydayspeech.com/activity/gr8-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,,,
1925, Building Self-Esteem Journal (1925),,Building Self-Esteem Journal,https://slp.everydayspeech.com/activity/gr6-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1865, Motivation: The Drive Within Us Coloring Page (1865),,Motivation: The Drive Within Us Coloring Page,https://slp.everydayspeech.com/activity/gr7-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Self-Management,Motivation: The Drive Within Us
1885, Journal (1885),,Journal,https://slp.everydayspeech.com/activity/gr8-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,,,
1855, Networks of Supports Coloring Page (1855),,Networks of Supports Coloring Page,https://slp.everydayspeech.com/activity/gr6-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Self-Management,Networks of Supports
1884, My Moral Compass Journal (1884),,My Moral Compass Journal,https://slp.everydayspeech.com/activity/gr8-u5-l19-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,,,
1894, The Future You Journal (1894),,The Future You Journal,https://slp.everydayspeech.com/activity/gr10-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Awareness,The Future You
1854, Building Self-Esteem Journal (1854),,Building Self-Esteem Journal,https://slp.everydayspeech.com/activity/gr6-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Self-Awareness,Building Self-Esteem
1904," Failure, Effort, and Success Coloring Page (1904)",,"Failure, Effort, and Success Coloring Page",https://slp.everydayspeech.com/activity/gr11-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,11th Grade,Self-Awareness,"Failure, Effort, and Success"
1924, Turn Obstacles into Opportunities Coloring Page (1924),,Turn Obstacles into Opportunities Coloring Page,https://slp.everydayspeech.com/activity/gr6-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1874, Handling Social Anxiety Journal (1874),,Handling Social Anxiety Journal,https://slp.everydayspeech.com/activity/gr7-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,,,
1864, Making Safe Decisions Journal (1864),,Making Safe Decisions Journal,https://slp.everydayspeech.com/activity/gr6-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1914, Your Values and Contributions Coloring Page (1914),,Your Values and Contributions Coloring Page,https://slp.everydayspeech.com/activity/gr12-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Awareness,Your Value & Contributions
1873, Assertive vs. Aggressive Communication Journal (1873),,Assertive vs. Aggressive Communication Journal,https://slp.everydayspeech.com/activity/gr7-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,,,
1932, Making Safe Decisions Journal (1932),,Making Safe Decisions Journal,https://slp.everydayspeech.com/activity/gr6-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Responsible Decision-Making,Making Safe Decisions
1863, Unhealthy Relationships Journal (1863),,Unhealthy Relationships Journal,https://slp.everydayspeech.com/activity/gr6-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1853, Turn Obstacles into Opportunities Coloring Page (1853),,Turn Obstacles into Opportunities Coloring Page,https://slp.everydayspeech.com/activity/gr6-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Self-Awareness,Turning Obstacles into Opportunities
1922, The Influence of Media Coloring Page (1922),,The Influence of Media Coloring Page,https://slp.everydayspeech.com/activity/gr12-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Social Awareness,The Influence of Media
1912, Anatomy of a Good Decision Coloring Page (1912),,Anatomy of a Good Decision Coloring Page,https://slp.everydayspeech.com/activity/gr11-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Responsible Decision-Making,Anatomy of a Good Decision
1902, My Core Principles vs. My Actions Coloring Page (1902),,My Core Principles vs. My Actions Coloring Page,https://slp.everydayspeech.com/activity/gr10-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Responsible Decision-Making,My Core Principles vs. My Actions
1883, Resisting Social Pressure Coloring Page (1883),,Resisting Social Pressure Coloring Page,https://slp.everydayspeech.com/activity/gr8-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,,,
1935, Self-Reflection Journal (1935),,Self-Reflection Journal,https://slp.everydayspeech.com/activity/gr7-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Self-Management,Self-Reflection
1893, Conflict Resolution Coloring Page (1893),,Conflict Resolution Coloring Page,https://slp.everydayspeech.com/activity/gr9-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Responsible Decision-Making,Conflict Resolution
1934, Making Positive Contributions Coloring Page (1934),,Making Positive Contributions Coloring Page,https://slp.everydayspeech.com/activity/gr6-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Responsible Decision-Making,Making Positive Contributions
1959, Social Media and My Relationships Coloring Page (1959),,Social Media and My Relationships Coloring Page,https://slp.everydayspeech.com/activity/gr9-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,,,
1956, Getting Out Of Your Comfort Zone Journal (1956),,Getting Out Of Your Comfort Zone Journal,https://slp.everydayspeech.com/activity/gr9-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Awareness,Getting Out of Your Comfort Zone
1954, My Moral Compass Journal (1954),,My Moral Compass Journal,https://slp.everydayspeech.com/activity/gr8-u5-l19-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Responsible Decision-Making,My Moral Compass
1961, Becoming a Better Communicator Journal (1961),,Becoming a Better Communicator Journal,https://slp.everydayspeech.com/activity/gr9-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,,,
1944, Assertive vs. Aggressive Communication Journal (1944),,Assertive vs. Aggressive Communication Journal,https://slp.everydayspeech.com/activity/gr7-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Relationship Skills,Assertive vs. Aggressive Communication
1960, Addressing Stereotypes Coloring Page (1960),,Addressing Stereotypes Coloring Page,https://slp.everydayspeech.com/activity/gr9-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Social Awareness,Addressing Stereotypes
1949, What Matters to You Coloring Page (1949),,What Matters to You Coloring Page,https://slp.everydayspeech.com/activity/gr8-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Responsible Decision-Making,What Matters to You
1950, Gaining Confidence for Public Speaking Coloring Page (1950),,Gaining Confidence for Public Speaking Coloring Page,https://slp.everydayspeech.com/activity/gr8-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Social Awareness,Gaining Confidence for Public Speaking
1931, Bringing Awareness to Bullying Journal (1931),,Bringing Awareness to Bullying Journal,https://slp.everydayspeech.com/activity/gr6-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Social Awareness,Bringing Awareness to Bullying
1955, Improving Our Self-Talk Coloring Page (1955),,Improving Our Self-Talk Coloring Page,https://slp.everydayspeech.com/activity/gr9-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Awareness,Improving Our Self-Talk
1943, Plotting the Course Journal (1943),,Plotting the Course Journal,https://slp.everydayspeech.com/activity/gr7-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Responsible Decision-Making,Plotting the Course
1953, Journal (1953),,Journal,https://slp.everydayspeech.com/activity/gr8-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,,,
1962, Making I-Statements Journal (1962),,Making I-Statements Journal,https://slp.everydayspeech.com/activity/gr9-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,,,
1957, My Brain Wants it Now Coloring Page (1957),,My Brain Wants it Now Coloring Page,https://slp.everydayspeech.com/activity/gr9-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Management,My Brain Wants it Now
1958, Steps Towards Success Journal (1958),,Steps Towards Success Journal,https://slp.everydayspeech.com/activity/gr9-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Management,Steps Towards Success
1952, Wanting to Belong Journal (1952),,Wanting to Belong Journal,https://slp.everydayspeech.com/activity/gr8-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Social Awareness,Wanting to Belong
1948, Resisting Social Pressure Coloring Page (1948),,Resisting Social Pressure Coloring Page,https://slp.everydayspeech.com/activity/gr8-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Relationship Skills,Resisting Social Pressure
1929, Unhealthy Relationships Journal (1929),,Unhealthy Relationships Journal,https://slp.everydayspeech.com/activity/gr6-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Relationship Skills,Unhealthy Relationships
1941, Forgiveness Coloring Page (1941),,Forgiveness Coloring Page,https://slp.everydayspeech.com/activity/gr7-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Relationship Skills,Forgiveness
1849,SEL235 Contributing to Your School Culture (1849),SEL235,Contributing to Your School Culture,https://slp.everydayspeech.com/video/contributing-to-school-culture,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Social Awareness,Contributing to Your School Culture
1939, Owning It Coloring Page (1939),,Owning It Coloring Page,https://slp.everydayspeech.com/activity/gr7-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Responsible Decision-Making,Owning It
1829,SEL273 Your Civic Duty (1829),SEL273,Your Civic Duty,https://slp.everydayspeech.com/video/your-civic-duty-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Social Awareness,Your Civic Duty
1850,SEL225 Neuroplasticity (1850),SEL225,Neuroplasticity,https://slp.everydayspeech.com/video/neuroplasticity-1,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Awareness,Neuroplasticity
1919, Journal (1919),,Journal,https://slp.everydayspeech.com/activity/gr12-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Relationship Skills,Analyzing Responses to Conflict
1839,SEL238 Accepting Constructive Criticism (1839),SEL238,Accepting Constructive Criticism,https://slp.everydayspeech.com/video/accepting-constructive-criticism,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Relationship Skills,Accepting Constructive Criticism
1946, Building Perseverance Coloring Page (1946),,Building Perseverance Coloring Page,https://slp.everydayspeech.com/activity/gr8-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Self-Management,Building Perseverance
1945, Your Future Self Journal (1945),,Your Future Self Journal,https://slp.everydayspeech.com/activity/gr8-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Self-Awareness,Your Future Self
1927, Focusing on What You Can Control Journal (1927),,Focusing on What You Can Control Journal,https://slp.everydayspeech.com/activity/gr6-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Self-Management,Focusing on What You Can Control
1951, Making Amends Journal (1951),,Making Amends Journal,https://slp.everydayspeech.com/activity/gr8-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Relationship Skills,Making Amends
1937, What Matters to Me? Journal (1937),,What Matters to Me? Journal,https://slp.everydayspeech.com/activity/gr7-u1-l4-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Self-Awareness,What Matters to Me?
1917, Important Issues to You Journal (1917),,Important Issues to You Journal,https://slp.everydayspeech.com/activity/gr12-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Social Awareness,Important Issues to You
1947, Taking Responsibility Journal (1947),,Taking Responsibility Journal,https://slp.everydayspeech.com/activity/gr8-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Self-Management,Taking Responsibility
1838,SEL284 Mental Flexibility (1838),SEL284,Mental Flexibility,https://slp.everydayspeech.com/video/mental-flexibility,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Responsible Decision-Making,Mental Flexibility
1820,SEL267 Taking Ownership of Your Goals (1820),SEL267,Taking Ownership of Your Goals,https://slp.everydayspeech.com/video/taking-ownership-of-your-goals-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Awareness,Taking Ownership of Your Goals
1926, Influences on You Coloring Page (1926),,Influences on You Coloring Page,https://slp.everydayspeech.com/activity/gr6-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,6th Grade,,,,,,,
1916, Zooming Out Journal (1916),,Zooming Out Journal,https://slp.everydayspeech.com/activity/gr12-u2-l8-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Management,Zooming Out
1936, Handling Social Anxiety Journal (1936),,Handling Social Anxiety Journal,https://slp.everydayspeech.com/activity/gr7-u3-l12-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Social Awareness,Handling Social Anxiety
1826,SEL173 Social Media & Body Image (1826),SEL173,Social Media & Body Image,https://slp.everydayspeech.com/video/social-media-and-body-image,video,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Social Awareness,Social Media & Body Image
1942, Forming Your Identity Coloring Page (1942),,Forming Your Identity Coloring Page,https://slp.everydayspeech.com/activity/gr8-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Self-Awareness,Forming Your Identity
1835,SEL283 Making Life Decisions (1835),SEL283,Making Life Decisions,https://slp.everydayspeech.com/video/making-life-decisions-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Responsible Decision-Making,Making Life Decisions
1824,SEL274 The Influence of Media (1824),SEL274,The Influence of Media,https://slp.everydayspeech.com/video/the-influence-of-media,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Social Awareness,The Influence of Media
1814,SEL259 External Pressures (1814),SEL259,External Pressures,https://slp.everydayspeech.com/video/external-pressures,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Relationship Skills,External Pressures
1923, Critical Thinking & Leadership Coloring Page (1923),,Critical Thinking & Leadership Coloring Page,https://slp.everydayspeech.com/activity/gr12-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Responsible Decision-Making,Critical Thinking & Leadership
1913, Fostering Healthy Relationships Journal (1913),,Fostering Healthy Relationships Journal,https://slp.everydayspeech.com/activity/gr11-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Relationship Skills,Fostering Healthy Relationships
1933, Building Our Strengths Coloring Page (1933),,Building Our Strengths Coloring Page,https://slp.everydayspeech.com/activity/gr7-u1-l2-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Self-Awareness,Building Our Strengths
1940, Challenging Stereotypes Coloring Page (1940),,Challenging Stereotypes Coloring Page,https://slp.everydayspeech.com/activity/gr7-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,7th Grade,,,,,,,
1805,SEL250 The Value in Constructive Criticism (1805),SEL250,The Value in Constructive Criticism,https://slp.everydayspeech.com/video/the-value-in-constructive-criticism,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Management,The Value in Constructive Criticism
1808,SEL254 Working Solo vs. Collaboratively (1808),SEL254,Working Solo vs. Collaboratively,https://slp.everydayspeech.com/video/working-solo-vs-collaboratively,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Social Awareness,Working Solo vs. Collaboratively
1846,SEL233 Digital Wellness (1846),SEL233,Digital Wellness,https://slp.everydayspeech.com/video/digital-wellness-1,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Social Awareness,Digital Wellness
